MEMBER,,TYPE,TEXT,規格書
ARA000D,已下載,DSPF,銷退折讓子目錄　                          A1087,
ARA001D,已下載,DSPF,發票編號資料設定,
ARA002D,已下載,DSPF,銀行帳號資料設定,
ARA003D,已下載,DSPF,稅率資料維護,
ARA004D,已下載,DSPF,發票作廢重開－作廢,
ARA0041D,已下載,DSPF,發票作廢重開－重開,
ARA0042D,已下載,DSPF,發票明細查詢,
ARA005D,已下載,DSPF,收款沖帳處理,
ARA0051D,已下載,DSPF,收款沖帳處理－沖帳挑選,
ARA0052D,已下載,DSPF,收款沖帳處理－沖帳修改,
ARA0053D,已下載,DSPF,收款沖帳處理－收款查詢,
ARA006D,已下載,DSPF,票據兌現處理,
ARA0061D,已下載,DSPF,票據兌現處理－兌現挑選,
ARA0062D,已下載,DSPF,票據兌現處理－兌現取消,
ARA007D,已下載,DSPF,價差折讓處理,
ARA008D,已下載,DSPF,銷退折讓處理,
ARA0081D,已下載,DSPF,銷退折讓處理－發票分配,
ARA0082D,已下載,DSPF,折讓狀況查詢  RSTDSP(*YES) ASSUME <new>,
ARA0083D,已下載,DSPF,銷退折讓處理－發票分配查詢,
ARA009D,已下載,DSPF,轉帳資料批次作業,
ARA009P,已下載,PRTF,轉帳資料批次處理報表列印,
ARA010AP,已下載,PRTF,統一發票申報表－記錄報表列印,
ARA010BP,已下載,PRTF,統一發票申報表,
ARA010D,已下載,DSPF,統一發票申報表,
ARA010P,已下載,PRTF,統一發票未確認表,
ARA012D,已下載,DSPF,專櫃轉帳資料批次作業,
ARA012P,已下載,PRTF,專櫃轉帳資料批次處理報表列印,
ARA013D,已下載,DSPF,應收帳款批次處理,
ARA013XD,已下載,DSPF,反收款沖帳批次月結處理,
ARA014D,已下載,DSPF,沖帳批次處理,
ARA014P,已下載,PRTF,沖帳批次處理,
ARA015AP,已下載,PRTF,銷退折讓批次處理未分配完報表,
ARA015D,已下載,DSPF,銷退折讓批次處理,
ARA015P,已下載,PRTF,銷退折讓批次處理報表,
ARA016D,已下載,DSPF,人工發票控制維護,
ARA0161D,已下載,DSPF,人工發票控制維護,
ARA017D,已下載,DSPF,電子發票轉檔與傳送 - 有效,
ARA018D,已下載,DSPF,電子發票轉檔與傳送 - 作廢,
ARB001P,已下載,PRTF,檢核銷退及價差,
ARI021D,已下載,DSPF,發票資料查詢－依客戶,
ARI022D,已下載,DSPF,發票資料查詢－依產品客戶     920719,
ARI023D,已下載,DSPF,應收帳款查詢－帳齡分析查詢,
ARI0231D,已下載,DSPF,應收帳款查詢－帳款明細查詢    920717,
ARI0232D,已下載,DSPF,應收帳款查詢－帳齡分析,
ARI024D,已下載,DSPF,折讓查詢－（依客戶）,
ARI0241D,已下載,DSPF,折讓查詢－對應發票查詢,
ARI025D,已下載,DSPF,銷貨折讓查詢（依產品）,
ARI026D,已下載,DSPF,收款沖帳查詢,
ARI0261D,已下載,DSPF,收款沖帳查詢－沖帳明細,
ARI027D,已下載,DSPF,發票未作廢重開查詢,
ARI0271D,已下載,DSPF,發票未作廢重開查詢,
ARI028D,已下載,DSPF,票據未兌現查詢,
ARI029D,已下載,DSPF,統一發票號碼查詢,
ARM000D,已下載,DSPF,應收帳款系統主畫面,
ARM001D,已下載,DSPF,應收帳款報表主畫面,
ARR041D,已下載,DSPF,客戶對帳單－－套表  920819,
ARR041P,已下載,PRTF,客戶對帳單－－套表  920717,
ARR042AP,已下載,PRTF,帳齡分析表,
ARR042BP,已下載,PRTF,帳齡分析表,
ARR042D,已下載,DSPF,帳齡分析表,
ARR042Z,已下載,PRTF,帳齡分析表,
ARR043D,已下載,DSPF,現金收入明細表,
ARR043P,已下載,PRTF,現金收入明細表,
ARR044D,已下載,DSPF,票據收入明細表,
ARR044P,已下載,PRTF,票據收入明細表,
ARR045AP,已下載,PRTF,銷貨收入明細表                              A1118,
ARR045BP,已下載,PRTF,銷貨收入明細表                              A1118,
ARR045D,已下載,DSPF,銷貨收入明細表                              A1118,
ARR046D,已下載,DSPF,銷貨成本明細表,
ARR046P,已下載,PRTF,銷貨成本明細表                              A1118,
ARR047AP,已下載,PRTF,折讓明細表－銷退,
ARR047BP,已下載,PRTF,折讓明細表－價差,
ARR047D,已下載,DSPF,折讓明細表,
ARR048D,已下載,DSPF,應收帳款明細表,
ARR048P,已下載,PRTF,應收帳款明細表,
ARR049D,已下載,DSPF,票據預計兌現明細表,
ARR049P,已下載,PRTF,票據預計兌現明細表,
ARR050D,已下載,DSPF,電子統一發票重印               套表,
ARR050P,已下載,PRTF,電子統一發票重印               套表,
ARR051BP,已下載,PRTF,統一發票申報表（套表）,
ARR051D,已下載,DSPF,統一發票申報表                  套表,
ARR052D,已下載,DSPF,應收帳款管理表,
ARR052P,已下載,PRTF,應收帳款管理表,
ARR053D,已下載,DSPF,票據兌現明細表,
ARR053P,已下載,PRTF,票據兌現明細表,
ARR054D,已下載,DSPF,轉帳／寄賣發票列印              套表,
ARR054P,已下載,PRTF,轉帳／寄賣發票列印              套表,
ARR055D,已下載,DSPF,物流點存貨成本表,
ARR055P,已下載,PRTF,物流點存貨成本表,
ARR056D,已下載,DSPF,銷退折讓分配差異報表,
ARR056P,已下載,PRTF,銷退折讓分配差異報表,
ARR057AP,已下載,PRTF,折讓單（套表）－價差,
ARR057D,已下載,DSPF,折讓單（套表）,
ARR057P,已下載,PRTF,折讓單（套表）,
ARR058D,已下載,DSPF,客戶收款未分配餘額表,
ARR058P,已下載,PRTF,客戶收款未分配餘額表,
ARR059D,已下載,DSPF,預開發票明細表,
ARR059P,已下載,PRTF,預開發票明細表,
ARR060D,已下載,DSPF,統一發票申報表－試印,
ARR060P,已下載,PRTF,統一發票申報表－試印,
ARR061AP,已下載,PRTF,跨月折讓明細表（依產品排序）,
ARR061BP,已下載,PRTF,跨月折讓明細表（依客戶排序）,
ARR061D,已下載,DSPF,跨月折讓明細表,
ARR062D,已下載,DSPF,統一發票調節參考表,
ARR062P,已下載,PRTF,統一發票調節參考表,
ARR063D,已下載,DSPF,應收帳款彙總表,
ARR063P,已下載,PRTF,應收帳款彙總表,
ARR064D,已下載,DSPF,收款沖帳明細表,
ARR064P,已下載,PRTF,收款沖帳明細表,
ARR065D,已下載,DSPF,代理商補差額報表,
ARR065P,已下載,PRTF,代理商補差額報表,
ARR066D,已下載,DSPF,發票作廢排行榜,
ARR066P,已下載,PRTF,發票作廢排行榜,
ARR067D,已下載,DSPF,收款分配明細表,
ARR067P,已下載,PRTF,收款分配明細表,
ARR068D,已下載,DSPF,出貨統一發票核對表,
ARR068P,已下載,PRTF,出貨統一發票核對表,
ARR069AP,已下載,PRTF,產品銷貨成本明細表,
ARR069BP,已下載,PRTF,產品銷貨成本明細表,
ARR069D,已下載,DSPF,產品銷貨成本明細表,
ARR070D,已下載,DSPF,寄賣產品成本明細表,
ARR070P,已下載,PRTF,寄賣產品成本明細表,
ARR071D,已下載,DSPF,折讓成本差異表,
ARR071P,已下載,PRTF,折讓成本差異表,
ARR072D,已下載,DSPF,人工發票差異表,
ARR072P,已下載,PRTF,人工發票差異表,
ARR073D,已下載,DSPF,遞延銷貨退回餘額明細表,
ARR073P,已下載,PRTF,遞延銷貨退回餘額明細表,
ARR074AP,已下載,PRTF,轉帳銷退折讓單明細表,
ARR074D,已下載,DSPF,轉帳銷退折讓單明細表,
ARR074P,已下載,PRTF,轉帳銷退折讓單明細表,
ARR075D,已下載,DSPF,應收帳款週轉率分析表,
ARR075P,已下載,PRTF,應收帳款週轉率分析表,
ARR076D,已下載,DSPF,應收票據明細表,
ARR076P,已下載,PRTF,應收票據明細表,
ARR077D,已下載,DSPF,折讓單簽收明細表,
ARR077P,已下載,PRTF,折讓單簽收明細表,
ARR078AP,已下載,PRTF,調整原因分析表－產品,
ARR078BP,已下載,PRTF,調整原因分析表－日期,
ARR078CP,已下載,PRTF,調整原因分析表－物流點,
ARR078D,已下載,DSPF,調整原因分析表,
ARR079D,已下載,DSPF,票據兌現明細表,
ARR079P,已下載,PRTF,應收票據明細表,
ARR079P1,已下載,PRTF,應收票據明細表依客戶別,
ARR080D,已下載,DSPF,發票日期帳齡分析表,
ARR080P,已下載,PRTF,發票日期帳齡分析表,
ARR080Z,已下載,PRTF,發票日期帳齡分析表,
ARR082D,已下載,DSPF,帳齡排行榜,
ARR082P,已下載,PRTF,帳齡排行榜,
ARR082Z,已下載,PRTF,帳齡排行榜,
ARR083D,已下載,DSPF,收款未分配明細表,
ARR083P,已下載,PRTF,收款未分配明細表,
ARR083Z,已下載,PRTF,收款未分配明細表,
ARR090D,已下載,DSPF,應收日期帳齡分析表,
ARR090P,已下載,PRTF,應收日期帳齡分析表,
ARR090Z,已下載,PRTF,應收日期帳齡分析表,
ARR092D,已下載,DSPF,已拋轉發票彙總報表,
ATM000D,已下載,DSPF,ＡＴＴ系統主畫面,
ATN01D,已下載,DSPF,ATN PGM    RSTDSP(*YES)     ASSUME,
ATN02D,已下載,DSPF,萬年曆    RSTDSP(*YES)     ASSUME,
ATN03D,已下載,DSPF,起動印表機,
ATN04D,已下載,DSPF,印表機列印順序,
BAA150D,已下載,DSPF,供應商零件對應資料維護                      A1034,
BII022D,已下載,DSPF,年終成本數量查詢,
CHKSIADP,已下載,PRTF,檢測發票及收款,
CHK001D,已下載,DSPF,檢核月檔沖帳檔,
CHK001P,已下載,PRTF,檢核月檔沖帳檔,
CKR3D0D,已下載,DSPF,收現記錄列印                                A1092,
CKR3D0P,已下載,PRTF,收現記錄列印                                A1092,
CLR001D,已下載,DSPF,進銷存系統檔案整理,
DATACPYD,已下載,DSPF,,
DPA001D,已下載,DSPF,產品牌價資料維護                            A1087,
DPA002D,已下載,DSPF,產品成本資料維護                            A1139,
DPA003D,已下載,DSPF,錯誤統一發票重開,
DPA003P,已下載,PRTF,錯誤統一發票重開,
DPA004D,已下載,DSPF,產品成本資料維護                            A1139,
DPA005D,已下載,DSPF,康齡產品成本資料維護,
DPA042D,已下載,DSPF,歷史檔案整理                                A1034,
DPA043D,已下載,DSPF,copy file from reflib to reflibtst,
DPB002D,已下載,DSPF,採購年度整檔批次 dsp,
DPB002P,已下載,PRTF,採購年度整檔批次 prt,
DPI021D,已下載,DSPF,成本調整狀況查詢                            A1087,
DWPCMNUD,已下載,DSPF,ＤＷＰＣ系統主畫面,
DWPC01D,已下載,DSPF,月產品銷售（退）統計表,
DWPC01P,已下載,PRTF,月產品銷售（退）統計表,
DWPC02D,已下載,DSPF,產品可用量表－含專櫃＆在途量,
DWPC02P,已下載,PRTF,產品可用量表－含專櫃＆在途量,
DWPC03D,已下載,DSPF,客戶簡明表,
DWPC03P,已下載,PRTF,客戶簡明表,
DWPC03Z,已下載,DSPF,客戶簡明表,
IMA001D,已下載,DSPF,送貨確認作業處理                            A1087,
IMA002D,已下載,DSPF,收貨確認作業處理                            A1087,
IMA003D,已下載,DSPF,良品壞品轉換處理                            A1087,
IMA004D,已下載,DSPF,報廢處理                                    A1087,
IMA005D,已下載,DSPF,調整處理                                    A1087,
IMA006D,已下載,DSPF,公司內調撥處理                              A1118,
IMA008D,已下載,DSPF,送貨分車資料輸入                            A1087,
IMA0081D,已下載,DSPF,送貨單明細查詢                              A1131,
IMA0082D,已下載,DSPF,送貨分車資料輸入－分車指派                  A1087,
IMA0083D,已下載,DSPF,送貨分車資料輸入－指派取消                  A1087,
IMA009D,已下載,DSPF,月結處理                                    A1087,
IMA009P,已下載,PRTF,月結處理報表列印,
IMA009XD,已下載,DSPF,反月結處理,
IMA010D,已下載,DSPF,禮盒組拆作業處理                            A1087,
IMA011D,已下載,DSPF,普銷領／繳貨處理,
IMA012D,已下載,DSPF,普銷領／繳貨處理,
IMA013D,已下載,DSPF,單位成本調整維護,
IMA014D,已下載,DSPF,康齡單位成本異動維護,
IMI021D,已下載,DSPF,產品存貨狀況                                A1092,
IMI0211D,已下載,DSPF,產品存貨狀況－物流點數量                    A1092,
IMI0212D,已下載,DSPF,產品存貨狀況－物流點庫存金額                A1092,
IMI022D,已下載,DSPF,物流點存貨狀況                              A1092,
IMI023D,已下載,DSPF,物流點進出明細查詢                          A1139,
IMI024D,已下載,DSPF,異動單別查詢                                A1139,
IMI025D,已下載,DSPF,產品異動查詢,
IMI026D,已下載,DSPF,產品保留量查詢,
IMI027D,已下載,DSPF,單位成本異動查詢                            A1139,
IMI028D,已下載,DSPF,產品存貨狀況－年份查詢,
IMM000D,已下載,DSPF,庫存管理系統主畫面                          A1005,
IMM001D,已下載,DSPF,庫存管理報表主畫面                          A1005,
IMR041D,已下載,DSPF,送貨揀料彙總表                              A1139,
IMR041P,已下載,PRTF,送貨揀料彙總表                              A1139,
IMR042D,已下載,DSPF,分車準備明細表                              A1139,
IMR042P,已下載,PRTF,分車準備明細表                              A1139,
IMR043AP,已下載,PRTF,分車送貨彙總表 - 依產品                     A1139,
IMR043BP,已下載,PRTF,分車送貨彙總表 - 依客戶                     A1139,
IMR043D,已下載,DSPF,分車送貨彙總表                              A1139,
IMR044D,已下載,DSPF,送貨單列印          套表                    A1118,
IMR044P,已下載,PRTF,送貨單列印          套表                    A1118,
IMR045D,已下載,DSPF,電子統一發票列印    套表                    A1118,
IMR045P,已下載,PRTF,電子統一發票列印    套表                    A1118,
IMR046AP,已下載,PRTF,客戶送貨明細表                              A1139,
IMR046BP,已下載,PRTF,客戶送貨明細表                              A1139,
IMR046D,已下載,DSPF,客戶送貨明細表                              A1139,
IMR047D,已下載,DSPF,產品送貨明細表                              A1139,
IMR047P,已下載,PRTF,產品送貨明細表                              A1139,
IMR048D,已下載,DSPF,進銷存彙總表                                A1139,
IMR048P,已下載,PRTF,進銷存彙總表                                A1139,
IMR049AA,已下載,PRTF,異動明細表（禮盒拆單瓶）,
IMR049AP,已下載,PRTF,異動明細表   920724                         A1139,
IMR049BA,已下載,PRTF,異動明細表（禮盒拆單瓶）,
IMR049BP,已下載,PRTF,異動明細表   920725                         A1139,
